brand_part_number,Brand,brand_abbr,Stock,Price,expedite_eligibe,two_day_surcharge,overnight_surcharge
FLT00267,DIY Solutions,DIY,0,48.85,1,10.95,22.95
FLT00268,DIY Solutions,DIY,0,51.85,1,31.95,44.95
FLT00269,DIY Solutions,DIY,1,48.85,1,15.95,31.95
FLT00270,DIY Solutions,DIY,4,52.85,1,33.95,50.95
FLT00271,DIY Solutions,DIY,20,48.85,1,31.95,44.95
FLT00274,DIY Solutions,DIY,0,51.85,1,27.95,41.95
FLT00275,DIY Solutions,DIY,0,41.85,1,13.95,24.95
FLT00276,DIY Solutions,DIY,20,63.85,1,33.95,50.95
FLT00277,DIY Solutions,DIY,20,91.85,1,56.95,69.95
FLT00278,DIY Solutions,DIY,20,82.85,1,15.95,31.95
FLT00279,DIY Solutions,DIY,0,48.85,1,33.95,47.95
FLT00280,DIY Solutions,DIY,20,103.85,1,23.95,37.95
FLT00281,DIY Solutions,DIY,0,83.85,1,24.95,37.95
FLT00282,DIY Solutions,DIY,20,114.85,1,15.95,31.95
FLT00283,DIY Solutions,DIY,0,50.85,1,33.95,50.95
FLT00284,DIY Solutions,DIY,0,50.85,1,16.95,32.95
FLT00285,DIY Solutions,DIY,20,56.85,1,16.95,32.95
FLT00286,DIY Solutions,DIY,20,59.85,1,16.95,32.95
FLT00287,DIY Solutions,DIY,20,48.85,1,13.95,24.95
FLT00288,DIY Solutions,DIY,0,56.85,1,13.95,24.95
FLT00289,DIY Solutions,DIY,5,40.85,1,33.95,47.95
FLT00290,DIY Solutions,DIY,5,49.85,1,33.95,50.95
FLT00291,DIY Solutions,DIY,9,47.85,1,33.95,47.95
FLT00292,DIY Solutions,DIY,6,52.85,1,33.95,50.95
FLT00293,DIY Solutions,DIY,20,55.85,1,33.95,47.95
FLT00294,DIY Solutions,DIY,0,52.85,1,33.95,50.95
FLT00295,DIY Solutions,DIY,20,51.85,1,13.95,24.95
FLT00296,DIY Solutions,DIY,20,58.85,1,13.95,24.95
FLT00297,DIY Solutions,DIY,20,83.85,1,20.95,36.95
FLT00298,DIY Solutions,DIY,20,91.85,1,20.95,36.95
FLT00299,DIY Solutions,DIY,6,34.85,1,33.95,47.95
FLT00568,DIY Solutions,DIY,0,20.85,0,,
FLT00572,DIY Solutions,DIY,1,53.85,0,,
FLT00666,DIY Solutions,DIY,0,353.85,0,,
FNA07534,TRQ,TRQ,20,53.85,1,22.95,38.95
FNA07536,TRQ,TRQ,20,53.85,1,9.95,19.95
FNA07537,TRQ,TRQ,12,67.85,1,23.95,38.95
FNA07633,TRQ,TRQ,20,59.85,1,16.95,31.95
FNA07634,TRQ,TRQ,20,49.85,1,9.95,19.95
FNA07635,TRQ,TRQ,11,51.85,1,9.95,19.95
FNA07637,TRQ,TRQ,20,45.85,1,9.95,19.95
FNA07719,TRQ,TRQ,6,72.85,1,33.95,50.95
FNA07721,TRQ,TRQ,13,54.85,1,33.95,50.95
FNA64872,TRQ,TRQ,16,51.85,1,10.95,22.95
FNA64873,TRQ,TRQ,20,42.85,1,11.95,24.95
FNA64874,TRQ,TRQ,14,47.85,1,13.95,24.95
FNA64876,TRQ,TRQ,10,39.85,1,9.95,19.95
FNA64878,TRQ,TRQ,11,60.85,1,56.95,69.95
FNA64879,TRQ,TRQ,20,55.85,1,16.95,31.95
FNA64880,TRQ,TRQ,8,43.85,1,10.95,22.95
FNA64881,TRQ,TRQ,20,53.85,1,20.95,36.95
FNA64882,TRQ,TRQ,15,51.85,1,9.95,19.95
FNA64883,TRQ,TRQ,18,44.85,1,9.95,19.95
FNA64884,TRQ,TRQ,16,34.85,1,9.95,19.95
FNA64885,TRQ,TRQ,5,60.85,1,33.95,50.95
FNA64886,TRQ,TRQ,20,37.85,1,9.95,19.95
FNA64887,TRQ,TRQ,19,47.85,1,9.95,21.95
FNA64888,TRQ,TRQ,5,63.85,1,33.95,50.95
FNA64889,TRQ,TRQ,5,37.85,1,12.95,25.95
FNA64890,TRQ,TRQ,20,42.85,1,9.95,19.95
FNA64891,TRQ,TRQ,14,44.85,1,20.95,36.95
FNA69451,TRQ,TRQ,12,41.85,1,13.95,24.95
FNA69452,TRQ,TRQ,20,33.85,1,9.95,19.95
FNA69453,TRQ,TRQ,18,37.85,1,11.95,24.95
FNA69454,TRQ,TRQ,0,46.85,1,9.95,21.95
FNA69455,TRQ,TRQ,20,31.85,1,9.95,19.95
FNA69456,TRQ,TRQ,11,33.85,1,9.95,19.95
FNA69457,TRQ,TRQ,14,32.85,1,9.95,19.95
FNA69458,TRQ,TRQ,16,35.85,1,9.95,21.95
FNA69459,TRQ,TRQ,0,48.85,1,11.95,22.95
FNA69460,TRQ,TRQ,20,25.85,1,9.95,19.95
FNA69464,TRQ,TRQ,12,48.85,1,18.95,31.95
FNA69465,TRQ,TRQ,11,32.85,1,19.95,33.95
FNA69466,TRQ,TRQ,9,39.85,1,9.95,19.95
FNA69467,TRQ,TRQ,14,40.85,1,16.95,32.95
FNA69468,TRQ,TRQ,16,46.85,1,18.95,31.95
FNA69469,TRQ,TRQ,0,38.85,1,14.95,25.95
FNA69470,TRQ,TRQ,14,49.85,1,25.95,37.95
FNA69472,TRQ,TRQ,9,41.85,1,16.95,33.95
FNA69473,TRQ,TRQ,10,39.85,1,11.95,24.95
FNA69474,TRQ,TRQ,10,41.85,1,14.95,25.95
FNA69475,TRQ,TRQ,7,41.85,1,16.95,32.95
FNA69476,TRQ,TRQ,11,63.85,1,13.95,24.95
FNA69477,TRQ,TRQ,20,45.85,1,9.95,19.95
FNA69478,TRQ,TRQ,0,39.85,1,9.95,19.95
FNA69479,TRQ,TRQ,9,53.85,1,9.95,19.95
FNA69480,TRQ,TRQ,17,36.85,1,9.95,19.95
FNA69481,TRQ,TRQ,10,39.85,1,9.95,19.95
FNA69483,TRQ,TRQ,8,45.85,1,13.95,24.95
FNA69484,TRQ,TRQ,20,46.85,1,9.95,19.95
FNA69485,TRQ,TRQ,20,39.85,1,9.95,19.95
FNA69487,TRQ,TRQ,20,59.85,1,11.95,24.95
FNA69488,TRQ,TRQ,12,19.85,1,9.95,19.95
FNA69490,TRQ,TRQ,14,39.85,1,9.95,19.95
FNA69491,TRQ,TRQ,9,39.85,1,9.95,19.95
FNA69493,TRQ,TRQ,12,55.85,1,11.95,24.95
FNA69494,TRQ,TRQ,16,34.85,1,9.95,19.95
FNA69495,TRQ,TRQ,20,39.85,1,10.95,22.95
FNA69728,TRQ,TRQ,20,41.85,1,13.95,29.95
FNA69729,TRQ,TRQ,4,39.85,1,9.95,19.95
FNA69730,TRQ,TRQ,20,35.85,1,9.95,19.95
FNA69731,TRQ,TRQ,11,39.85,1,9.95,19.95
FNA69732,TRQ,TRQ,8,52.85,1,15.95,31.95
FNA69733,TRQ,TRQ,0,53.85,1,13.95,29.95
FNA69734,TRQ,TRQ,20,32.85,1,9.95,19.95
FNA69735,TRQ,TRQ,19,59.85,1,9.95,21.95
FNA69736,TRQ,TRQ,4,38.85,1,13.95,25.95
FNA69737,TRQ,TRQ,0,68.85,1,25.95,37.95
FNA69738,TRQ,TRQ,20,39.85,1,9.95,19.95
FNA72720,TRQ,TRQ,20,55.85,1,10.95,22.95
FPA08886,TRQ,TRQ,20,18.85,1,9.95,19.95
FPA60080,TRQ,TRQ,2,67.85,0,,
FPA60081,TRQ,TRQ,16,63.85,0,,
FPA60082,TRQ,TRQ,8,91.85,0,,
FPA60084,TRQ,TRQ,7,67.85,0,,
FPA60085,TRQ,TRQ,4,62.85,0,,
FPA60086,TRQ,TRQ,0,52.85,0,,
FPA60087,TRQ,TRQ,15,37.85,0,,
FPA60089,TRQ,TRQ,0,39.85,0,,
FPA60090,TRQ,TRQ,7,43.85,0,,
FPA60092,TRQ,TRQ,2,60.85,0,,
FPA60093,TRQ,TRQ,0,65.85,0,,
FPA60094,TRQ,TRQ,14,52.85,0,,
FPA60095,TRQ,TRQ,0,81.85,0,,
FPA60096,TRQ,TRQ,6,41.85,0,,
FPA60097,TRQ,TRQ,10,47.85,0,,
FPA60098,TRQ,TRQ,15,44.85,0,,
FPA60099,TRQ,TRQ,11,85.85,0,,
FPA60100,TRQ,TRQ,15,59.85,0,,
FPA60188,TRQ,TRQ,12,76.85,0,,
FPA60189,TRQ,TRQ,20,66.85,0,,
FPA60190,TRQ,TRQ,0,80.85,0,,
FPA60191,TRQ,TRQ,9,57.85,0,,
FPA60193,TRQ,TRQ,14,82.85,0,,
FPA60194,TRQ,TRQ,0,43.85,0,,
FPA60195,TRQ,TRQ,0,45.85,0,,
FPA60196,TRQ,TRQ,0,77.85,0,,
FPA60197,TRQ,TRQ,17,59.85,0,,
FPA60198,TRQ,TRQ,7,49.85,0,,
FPA60199,TRQ,TRQ,0,47.85,0,,
FPA60200,TRQ,TRQ,20,91.85,0,,
FPA60201,TRQ,TRQ,10,78.85,0,,
FPA60203,TRQ,TRQ,14,81.85,0,,
FPA60204,TRQ,TRQ,1,79.85,0,,
FPA60985,TRQ,TRQ,20,8.85,1,10.95,19.95
FPA61866,TRQ,TRQ,20,43.85,1,9.95,19.95
FPA61869,TRQ,TRQ,20,47.85,1,9.95,19.95
FPA61875,TRQ,TRQ,14,58.85,1,9.95,19.95
FPA61876,TRQ,TRQ,20,77.85,1,11.95,24.95
FPA61877,TRQ,TRQ,20,62.85,1,9.95,19.95
FPA61879,TRQ,TRQ,20,47.85,1,9.95,19.95
FPA61880,TRQ,TRQ,11,38.85,1,9.95,19.95
FPA61881,TRQ,TRQ,20,43.85,1,9.95,19.95
FPA61882,TRQ,TRQ,20,40.85,1,9.95,19.95
FPA61883,TRQ,TRQ,20,37.85,1,9.95,19.95
FPA61884,TRQ,TRQ,20,54.85,1,9.95,19.95
FPA61885,TRQ,TRQ,11,30.85,1,9.95,19.95
FPA61886,TRQ,TRQ,20,58.85,1,9.95,19.95
FPA61888,TRQ,TRQ,20,69.85,1,9.95,19.95
FPA61889,TRQ,TRQ,12,63.85,1,9.95,21.95
FPA61890,TRQ,TRQ,20,123.85,1,16.95,33.95
FPA61891,TRQ,TRQ,20,49.85,1,9.95,19.95
FPA61892,TRQ,TRQ,20,78.85,1,9.95,21.95
FPA61893,TRQ,TRQ,20,53.85,1,9.95,19.95
FPA61894,TRQ,TRQ,20,59.85,1,9.95,19.95
FPA61895,TRQ,TRQ,20,51.85,1,9.95,21.95
FPA61896,TRQ,TRQ,20,49.85,1,9.95,19.95
FPA61897,TRQ,TRQ,20,54.85,1,9.95,19.95
FPA61898,TRQ,TRQ,20,51.85,1,9.95,19.95
FPA61899,TRQ,TRQ,20,51.85,1,9.95,19.95
FPA61900,TRQ,TRQ,20,51.85,1,9.95,19.95
FPA61901,TRQ,TRQ,20,56.85,1,11.95,24.95
FPA61902,TRQ,TRQ,20,75.85,1,10.95,22.95
FPA61903,TRQ,TRQ,20,49.85,1,9.95,19.95
FPA61904,TRQ,TRQ,14,64.85,1,9.95,21.95
FPA61905,TRQ,TRQ,16,63.85,1,9.95,19.95
FPA61906,TRQ,TRQ,20,72.85,1,10.95,22.95
FPA61908,TRQ,TRQ,20,50.85,1,9.95,19.95
FPA61909,TRQ,TRQ,20,71.85,1,10.95,22.95
FPA61910,TRQ,TRQ,20,55.85,1,9.95,19.95
FPA61911,TRQ,TRQ,20,78.85,1,9.95,21.95
FPA61912,TRQ,TRQ,20,55.85,1,9.95,19.95
FPA61913,TRQ,TRQ,11,58.85,1,9.95,21.95
FPA61914,TRQ,TRQ,20,74.85,1,9.95,21.95
FPA61915,TRQ,TRQ,20,57.85,1,9.95,19.95
FPA61916,TRQ,TRQ,20,55.85,1,9.95,19.95
FPA61917,TRQ,TRQ,20,59.85,1,9.95,19.95
FPA61918,TRQ,TRQ,20,65.85,1,11.95,24.95
FPA61920,TRQ,TRQ,20,49.85,1,9.95,19.95
FPA61921,TRQ,TRQ,16,59.85,1,9.95,19.95
FPA61922,TRQ,TRQ,20,83.85,1,10.95,22.95
FPA61923,TRQ,TRQ,20,55.85,1,9.95,19.95
FPA61924,TRQ,TRQ,20,53.85,1,9.95,19.95
FPA61925,TRQ,TRQ,20,70.85,1,10.95,22.95
FPA61926,TRQ,TRQ,20,63.85,1,9.95,19.95
FPA61927,TRQ,TRQ,20,48.85,1,9.95,19.95
FPA61928,TRQ,TRQ,20,59.85,1,9.95,19.95
FPA61929,TRQ,TRQ,20,53.85,1,9.95,19.95
FPA61930,TRQ,TRQ,20,52.85,1,9.95,19.95
FPA61931,TRQ,TRQ,20,59.85,1,9.95,19.95
FPA61932,TRQ,TRQ,19,71.85,1,9.95,19.95
FPA61933,TRQ,TRQ,20,53.85,1,9.95,19.95
FPA61934,TRQ,TRQ,20,91.85,1,13.95,24.95
FPA61935,TRQ,TRQ,0,78.85,1,10.95,22.95
FPA61936,TRQ,TRQ,20,51.85,1,9.95,19.95
FPA61937,TRQ,TRQ,20,80.85,1,9.95,21.95
FPA61939,TRQ,TRQ,0,64.85,1,10.95,22.95
FPA61940,TRQ,TRQ,20,59.85,1,9.95,19.95
FPA61941,TRQ,TRQ,0,69.85,1,9.95,21.95
FPA61942,TRQ,TRQ,20,79.85,1,9.95,19.95
FPA61943,TRQ,TRQ,20,68.85,1,9.95,21.95
FPA61944,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA61945,TRQ,TRQ,20,77.85,1,10.95,22.95
FPA61946,TRQ,TRQ,20,71.85,1,10.95,22.95
FPA61948,TRQ,TRQ,20,59.85,1,9.95,19.95
FPA61949,TRQ,TRQ,19,71.85,1,9.95,19.95
FPA61950,TRQ,TRQ,20,75.85,1,9.95,21.95
FPA61951,TRQ,TRQ,20,72.85,1,9.95,19.95
FPA61952,TRQ,TRQ,20,72.85,1,9.95,21.95
FPA61953,TRQ,TRQ,20,59.85,1,9.95,21.95
FPA61954,TRQ,TRQ,20,66.85,1,9.95,21.95
FPA61955,TRQ,TRQ,20,53.85,1,9.95,19.95
FPA61956,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA61957,TRQ,TRQ,20,72.85,1,9.95,21.95
FPA61958,TRQ,TRQ,20,58.85,1,10.95,22.95
FPA61961,TRQ,TRQ,0,83.85,1,9.95,19.95
FPA61962,TRQ,TRQ,15,65.85,1,9.95,21.95
FPA61963,TRQ,TRQ,20,64.85,1,9.95,19.95
FPA61964,TRQ,TRQ,12,75.85,1,10.95,22.95
FPA61965,TRQ,TRQ,20,54.85,1,9.95,19.95
FPA61966,TRQ,TRQ,20,79.85,1,9.95,19.95
FPA61968,TRQ,TRQ,20,75.85,1,9.95,21.95
FPA61969,TRQ,TRQ,20,59.85,1,9.95,19.95
FPA61970,TRQ,TRQ,20,64.85,1,9.95,19.95
FPA61972,TRQ,TRQ,20,53.85,1,9.95,19.95
FPA61973,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA61974,TRQ,TRQ,20,63.85,1,9.95,19.95
FPA61976,TRQ,TRQ,9,71.85,1,9.95,19.95
FPA61977,TRQ,TRQ,20,56.85,1,9.95,19.95
FPA61978,TRQ,TRQ,7,55.85,1,9.95,19.95
FPA61979,TRQ,TRQ,20,58.85,1,9.95,19.95
FPA61980,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA61981,TRQ,TRQ,20,60.85,1,9.95,19.95
FPA61982,TRQ,TRQ,20,56.85,1,9.95,21.95
FPA61983,TRQ,TRQ,20,55.85,1,11.95,24.95
FPA61984,TRQ,TRQ,20,55.85,1,9.95,19.95
FPA61985,TRQ,TRQ,20,50.85,1,9.95,19.95
FPA61986,TRQ,TRQ,20,51.85,1,9.95,19.95
FPA61987,TRQ,TRQ,20,53.85,1,9.95,21.95
FPA61988,TRQ,TRQ,20,74.85,1,9.95,19.95
FPA61989,TRQ,TRQ,20,47.85,1,9.95,19.95
FPA61990,TRQ,TRQ,17,52.85,1,9.95,19.95
FPA61991,TRQ,TRQ,20,48.85,1,9.95,19.95
FPA61992,TRQ,TRQ,20,54.85,1,9.95,19.95
FPA61993,TRQ,TRQ,20,58.85,1,9.95,21.95
FPA61994,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA61995,TRQ,TRQ,20,51.85,1,9.95,19.95
FPA61996,TRQ,TRQ,20,56.85,1,9.95,19.95
FPA61997,TRQ,TRQ,20,44.85,1,9.95,19.95
FPA61998,TRQ,TRQ,20,53.85,1,9.95,19.95
FPA61999,TRQ,TRQ,13,53.85,1,9.95,19.95
FPA62000,TRQ,TRQ,20,52.85,1,9.95,19.95
FPA62001,TRQ,TRQ,20,55.85,1,9.95,19.95
FPA62002,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA62003,TRQ,TRQ,20,67.85,1,10.95,22.95
FPA62004,TRQ,TRQ,19,55.85,1,9.95,19.95
FPA62006,TRQ,TRQ,20,75.85,1,10.95,22.95
FPA62007,TRQ,TRQ,20,74.85,1,10.95,22.95
FPA62008,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA62009,TRQ,TRQ,20,54.85,1,9.95,19.95
FPA62010,TRQ,TRQ,16,67.85,1,9.95,19.95
FPA62011,TRQ,TRQ,20,64.85,1,10.95,22.95
FPA62012,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA62014,TRQ,TRQ,18,65.85,1,9.95,21.95
FPA62015,TRQ,TRQ,20,90.85,1,9.95,19.95
FPA62016,TRQ,TRQ,15,53.85,1,9.95,19.95
FPA62017,TRQ,TRQ,20,51.85,1,9.95,19.95
FPA62018,TRQ,TRQ,13,59.85,1,9.95,19.95
FPA62019,TRQ,TRQ,20,79.85,1,10.95,22.95
FPA62020,TRQ,TRQ,19,63.85,1,10.95,22.95
FPA62021,TRQ,TRQ,0,67.85,1,9.95,19.95
FPA62022,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA62023,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA62024,TRQ,TRQ,20,75.85,1,9.95,21.95
FPA62025,TRQ,TRQ,20,83.85,1,9.95,21.95
FPA62026,TRQ,TRQ,20,86.85,1,10.95,22.95
FPA62027,TRQ,TRQ,20,59.85,1,9.95,21.95
FPA62028,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA62029,TRQ,TRQ,20,79.85,1,9.95,19.95
FPA62030,TRQ,TRQ,20,71.85,1,10.95,22.95
FPA62031,TRQ,TRQ,20,71.85,1,9.95,21.95
FPA62032,TRQ,TRQ,20,83.85,1,9.95,21.95
FPA62033,TRQ,TRQ,20,79.85,1,10.95,22.95
FPA62034,TRQ,TRQ,0,64.85,1,9.95,21.95
FPA62035,TRQ,TRQ,20,83.85,1,9.95,19.95
FPA62036,TRQ,TRQ,20,64.85,1,9.95,19.95
FPA62037,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA62038,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA62039,TRQ,TRQ,20,60.85,1,11.95,24.95
FPA62040,TRQ,TRQ,20,58.85,1,9.95,21.95
FPA62041,TRQ,TRQ,0,69.85,1,9.95,19.95
FPA62043,TRQ,TRQ,20,67.85,1,17.95,33.95
FPA62044,TRQ,TRQ,20,58.85,1,9.95,19.95
FPA62045,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA62046,TRQ,TRQ,20,83.85,1,9.95,21.95
FPA62047,TRQ,TRQ,20,63.85,1,9.95,19.95
FPA62048,TRQ,TRQ,20,63.85,1,9.95,19.95
FPA62049,TRQ,TRQ,20,63.85,1,9.95,21.95
FPA62050,TRQ,TRQ,20,55.85,1,9.95,19.95
FPA62052,TRQ,TRQ,20,55.85,1,13.95,24.95
FPA62053,TRQ,TRQ,20,58.85,1,9.95,19.95
FPA62054,TRQ,TRQ,20,71.85,1,11.95,24.95
FPA62055,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA62056,TRQ,TRQ,20,90.85,1,13.95,24.95
FPA62058,TRQ,TRQ,20,32.85,1,9.95,19.95
FPA62059,TRQ,TRQ,20,63.85,1,9.95,19.95
FPA62060,TRQ,TRQ,20,23.85,1,9.95,19.95
FPA62061,TRQ,TRQ,9,23.85,1,9.95,19.95
FPA62063,TRQ,TRQ,20,24.85,1,9.95,19.95
FPA62064,TRQ,TRQ,20,27.85,1,9.95,19.95
FPA62065,TRQ,TRQ,20,39.85,1,9.95,19.95
FPA62066,TRQ,TRQ,20,24.85,1,9.95,19.95
FPA62067,TRQ,TRQ,20,31.85,1,9.95,19.95
FPA62070,TRQ,TRQ,20,23.85,1,9.95,19.95
FPA62071,TRQ,TRQ,20,27.85,1,9.95,19.95
FPA62072,TRQ,TRQ,10,32.85,1,9.95,19.95
FPA62073,TRQ,TRQ,20,21.85,1,9.95,19.95
FPA62075,TRQ,TRQ,20,23.85,1,9.95,19.95
FPA62077,TRQ,TRQ,1,26.85,1,9.95,19.95
FPA62078,TRQ,TRQ,0,23.85,1,9.95,19.95
FPA62079,TRQ,TRQ,20,31.85,1,9.95,19.95
FPA62080,TRQ,TRQ,20,39.85,1,9.95,19.95
FPA62081,TRQ,TRQ,20,21.85,1,9.95,19.95
FPA62082,TRQ,TRQ,20,33.85,1,9.95,19.95
FPA62087,TRQ,TRQ,20,39.85,1,9.95,19.95
FPA62088,TRQ,TRQ,19,19.85,1,9.95,19.95
FPA62089,TRQ,TRQ,20,27.85,1,9.95,19.95
FPA62091,TRQ,TRQ,16,27.85,1,9.95,19.95
FPA62095,TRQ,TRQ,20,30.85,1,9.95,19.95
FPA62096,TRQ,TRQ,20,21.85,1,9.95,19.95
FPA62097,TRQ,TRQ,20,40.85,1,9.95,19.95
FPA62098,TRQ,TRQ,20,25.85,1,9.95,19.95
FPA62099,TRQ,TRQ,20,31.85,1,9.95,19.95
FPA62100,TRQ,TRQ,20,32.85,1,9.95,19.95
FPA62101,TRQ,TRQ,20,28.85,1,9.95,19.95
FPA62103,TRQ,TRQ,3,27.85,1,9.95,19.95
FPA62104,TRQ,TRQ,20,33.85,1,9.95,19.95
FPA62105,TRQ,TRQ,20,41.85,1,9.95,19.95
FPA62106,TRQ,TRQ,20,44.85,1,9.95,19.95
FPA62107,TRQ,TRQ,20,40.85,1,9.95,19.95
FPA62113,TRQ,TRQ,20,31.85,1,9.95,19.95
FPA62114,TRQ,TRQ,20,61.85,1,9.95,19.95
FPA62115,TRQ,TRQ,20,48.85,1,9.95,19.95
FPA64143,TRQ,TRQ,20,52.85,1,9.95,19.95
FPA64144,TRQ,TRQ,19,61.85,1,11.95,24.95
FPA64145,TRQ,TRQ,9,75.85,1,10.95,22.95
FPA64146,TRQ,TRQ,8,74.85,1,10.95,22.95
FPA64147,TRQ,TRQ,20,83.85,1,11.95,24.95
FPA64148,TRQ,TRQ,11,75.85,1,10.95,22.95
FPA64149,TRQ,TRQ,17,79.85,1,10.95,22.95
FPA64150,TRQ,TRQ,14,79.85,1,9.95,21.95
FPA64151,TRQ,TRQ,15,79.85,1,9.95,21.95
FPA64152,TRQ,TRQ,20,71.85,1,9.95,21.95
FPA64153,TRQ,TRQ,17,99.85,1,9.95,19.95
FPA64154,TRQ,TRQ,20,89.85,1,9.95,21.95
FPA64155,TRQ,TRQ,20,72.85,1,10.95,22.95
FPA64156,TRQ,TRQ,15,67.85,1,9.95,21.95
FPA64157,TRQ,TRQ,20,83.85,1,10.95,22.95
FPA64158,TRQ,TRQ,20,53.85,1,11.95,24.95
FPA64159,TRQ,TRQ,20,93.85,1,15.95,31.95
FPA64160,TRQ,TRQ,10,65.85,1,10.95,22.95
FPA64161,TRQ,TRQ,20,87.85,1,10.95,22.95
FPA64162,TRQ,TRQ,20,67.85,1,9.95,21.95
FPA64163,TRQ,TRQ,19,83.85,1,9.95,21.95
FPA64164,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA64165,TRQ,TRQ,20,72.85,1,9.95,19.95
FPA64166,TRQ,TRQ,20,103.85,1,9.95,21.95
FPA64167,TRQ,TRQ,20,63.85,1,9.95,21.95
FPA64168,TRQ,TRQ,20,65.85,1,9.95,19.95
FPA64169,TRQ,TRQ,5,60.85,1,9.95,19.95
FPA64294,TRQ,TRQ,20,67.85,1,9.95,21.95
FPA64295,TRQ,TRQ,0,95.85,0,,
FPA64296,TRQ,TRQ,5,58.85,0,,
FPA65583,TRQ,TRQ,20,56.85,1,9.95,21.95
FPA65584,TRQ,TRQ,20,68.85,1,9.95,21.95
FPA65585,TRQ,TRQ,19,71.85,1,9.95,19.95
FPA65586,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA65587,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA65588,TRQ,TRQ,20,95.85,1,11.95,24.95
FPA65589,TRQ,TRQ,12,91.85,1,9.95,19.95
FPA65590,TRQ,TRQ,6,71.85,1,9.95,19.95
FPA65591,TRQ,TRQ,20,75.85,1,9.95,19.95
FPA65592,TRQ,TRQ,9,57.85,1,9.95,19.95
FPA65593,TRQ,TRQ,20,91.85,1,9.95,19.95
FPA65594,TRQ,TRQ,15,87.85,1,9.95,19.95
FPA65595,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA65596,TRQ,TRQ,20,75.85,1,9.95,19.95
FPA65597,TRQ,TRQ,20,79.85,1,9.95,21.95
FPA65599,TRQ,TRQ,20,87.85,1,9.95,21.95
FPA65600,TRQ,TRQ,20,52.85,1,9.95,19.95
FPA65601,TRQ,TRQ,20,83.85,1,13.95,24.95
FPA65602,TRQ,TRQ,5,79.85,1,10.95,22.95
FPA65603,TRQ,TRQ,20,59.85,1,9.95,21.95
FPA65604,TRQ,TRQ,20,67.85,1,9.95,21.95
FPA65605,TRQ,TRQ,20,75.85,1,9.95,19.95
FPA65606,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA65607,TRQ,TRQ,19,83.85,1,9.95,21.95
FPA65608,TRQ,TRQ,20,91.85,1,9.95,21.95
FPA65609,TRQ,TRQ,12,63.85,1,9.95,19.95
FPA65610,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA65611,TRQ,TRQ,1,83.85,1,10.95,22.95
FPA65612,TRQ,TRQ,15,60.85,1,13.95,24.95
FPA69515,TRQ,TRQ,20,87.85,1,9.95,19.95
FPA69516,TRQ,TRQ,20,63.85,1,9.95,19.95
FPA69518,TRQ,TRQ,20,74.85,1,10.95,22.95
FPA69520,TRQ,TRQ,20,79.85,1,9.95,19.95
FPA69521,TRQ,TRQ,20,83.85,1,10.95,22.95
FPA69522,TRQ,TRQ,20,75.85,1,9.95,19.95
FPA69523,TRQ,TRQ,20,78.85,1,9.95,19.95
FPA69524,TRQ,TRQ,20,49.85,1,9.95,19.95
FPA69525,TRQ,TRQ,20,83.85,1,9.95,21.95
FPA69526,TRQ,TRQ,20,71.85,1,9.95,21.95
FPA69527,TRQ,TRQ,5,73.85,1,9.95,19.95
FPA69528,TRQ,TRQ,20,103.85,1,9.95,19.95
FPA69529,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA69530,TRQ,TRQ,20,75.85,1,9.95,19.95
FPA69531,TRQ,TRQ,9,79.85,1,9.95,19.95
FPA69533,TRQ,TRQ,20,83.85,1,9.95,21.95
FPA69534,TRQ,TRQ,20,59.85,1,9.95,19.95
FPA69535,TRQ,TRQ,20,80.85,1,9.95,21.95
FPA69536,TRQ,TRQ,12,71.85,1,9.95,21.95
FPA69537,TRQ,TRQ,20,81.85,1,9.95,19.95
FPA69538,TRQ,TRQ,20,77.85,1,17.95,33.95
FPA69539,TRQ,TRQ,20,65.85,1,9.95,19.95
FPA69540,TRQ,TRQ,20,67.85,1,9.95,19.95
FPA69541,TRQ,TRQ,20,67.85,1,9.95,21.95
FPA69542,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA69543,TRQ,TRQ,20,71.85,1,9.95,19.95
FPA69544,TRQ,TRQ,20,85.85,1,9.95,19.95
FPA69546,TRQ,TRQ,20,79.85,1,9.95,21.95
